"S_no","Season","AL_Type","Date","TEM","HUM","PM1","PM2.5","CO2"
"LA020",0,3,2018-10-23 14:15:00,26.9315789473684,78.4684210526316,11.5012631578947,11.8750526315789,483.052631578947
"LA020",0,3,2018-10-23 14:20:00,27.105,78.4,9.94535,9.95195,430.85
"LA020",0,3,2018-10-23 14:25:00,27.1611111111111,78.3444444444444,10.2574444444444,10.3823333333333,475.944444444444
"LA020",0,3,2018-10-23 14:30:00,27.445,77.985,11.351,11.6477,632.2
"LA020",0,3,2018-10-23 14:35:00,27.66,77.315,10.9005,11.02295,644.6
"LA020",0,3,2018-10-23 14:40:00,27.805,76.895,10.6462,10.7552,673.35
"LA020",0,3,2018-10-23 14:45:00,27.9,76.43,10.18375,10.3268,680.05
"LA020",0,3,2018-10-23 14:50:00,27.94,76.22,10.368,10.63025,680.3
"LA020",0,3,2018-10-23 14:55:00,28,76.045,10.3133,10.4339,688.45
"LA020",0,3,2018-10-23 15:00:00,28,75.83,10.2663,10.3268,688.95
"LA020",0,3,2018-10-23 15:05:00,28,75.655,10.02785,10.0769,687.35
"LA020",0,3,2018-10-23 15:10:00,28.075,75.695,10.57955,10.63025,673.3
"LA020",0,3,2018-10-23 15:15:00,28.305,75.09,11.18865,11.2193,645.7
"LA020",0,3,2018-10-23 15:20:00,28.09,74.92,11.24575,11.45135,592.7
"LA020",0,3,2018-10-23 15:25:00,28.005,75.17,11.8586,12.2903,605.7
"LA020",0,3,2018-10-23 15:30:00,28,75.01,13.0598,14.02175,615.1
"LA020",0,3,2018-10-23 15:35:00,28,74.9684210526316,13.5825789473684,14.3552631578947,619.736842105263
"LA020",0,3,2018-10-23 15:40:00,27.915,74.74,14.8774,15.66395,586.4
"LA020",0,3,2018-10-23 15:45:00,27.9,74.48,16.1574,17.77025,543.2
"LA020",0,3,2018-10-23 15:50:00,27.9,74.405,16.4134,18.1094,565.6
"LA020",0,3,2018-10-23 15:55:00,27.9,74.5789473684211,16.1695263157895,17.7561578947368,604.421052631579
"LA020",0,3,2018-10-23 16:00:00,27.9,74.9105263157895,16.3312105263158,17.8501052631579,649.210526315789
"LA020",0,3,2018-10-23 16:05:00,27.8842105263158,75.2157894736842,15.927,17.3427894736842,663.315789473684
"LA020",0,3,2018-10-23 16:10:00,27.895,75.065,15.8246,17.2169,650.1
"LA020",0,3,2018-10-23 16:15:00,27.83,74.885,15.3894,16.7885,627
"LA020",0,3,2018-10-23 16:20:00,27.8,74.75,15.2102,16.3244,627.6
"LA020",0,3,2018-10-23 16:25:00,27.81,74.695,15.3126,16.5029,626.3
"LA020",0,3,2018-10-23 16:30:00,27.8,75.115,15.927,17.09195,636.65
"LA020",0,3,2018-10-23 16:35:00,27.73,75.495,15.9782,17.324,625.5
"LA020",0,3,2018-10-23 16:40:00,27.7,75.965,16.4134,17.80595,644.15
"LA020",0,3,2018-10-23 16:45:00,27.7,76.635,17.335,18.6449,701.75
"LA020",0,3,2018-10-23 16:50:00,27.73,76.475,17.4118,18.752,721.75
"LA020",0,3,2018-10-23 16:55:00,27.78,75.795,16.02665,17.22535,712.25
"LA020",0,3,2018-10-23 17:00:00,27.8,75.845,16.15465,17.33245,871.55
"LA020",0,3,2018-10-23 17:05:00,27.95,76.38,87.955,94.02775,1117.9
"LA020",0,3,2018-10-23 17:10:00,28,76.48,17.9238,19.01975,1100.15
"LA020",0,3,2018-10-23 17:15:00,28.085,76.155,17.20425,18.1,1027.95
"LA020",0,3,2018-10-23 17:20:00,28.1,76.29,17.975,19.19825,1046.8
"LA020",0,3,2018-10-23 17:25:00,28.105,76.655,18.2822,19.30535,1037.9
"LA020",0,3,2018-10-23 17:30:00,28.115,76.79,18.2822,19.109,1055.2
"LA020",0,3,2018-10-23 17:35:00,28.1,76.97,17.9494,19.01975,977.6
"LA020",0,3,2018-10-23 17:40:00,28.1,76.935,17.719,19.0019,965.85
"LA020",0,3,2018-10-23 17:45:00,28.1,76.63,17.3606,18.6449,946.9
"LA020",0,3,2018-10-23 17:50:00,28.1,76.66,17.3606,18.48425,937.25
"LA020",0,3,2018-10-23 17:55:00,28.18,76.64,17.4886,18.6092,972.65
"LA020",0,3,2018-10-23 18:00:00,28.2,76.795,17.8982,19.01975,1065.3
"LA020",0,3,2018-10-23 18:05:00,28.17,76.93,18.1798,19.44815,1109.2
"LA020",0,3,2018-10-23 18:10:00,28.1,76.975,90.259,96.52675,1069.7
"LA020",0,3,2018-10-23 18:15:00,28.065,76.4,17.6422,18.91265,949.8
"LA020",0,3,2018-10-23 18:20:00,28.02,75.785,16.41065,17.5288,916.45
"LA020",0,3,2018-10-23 18:25:00,28.01,74.955,16.8998,18.1094,874.55
"LA020",0,3,2018-10-23 18:30:00,28.01,74.89,16.7462,17.8952,841.35
"LA020",0,3,2018-10-23 18:35:00,28.045,75.09,16.7206,17.8952,869.5
"LA020",0,3,2018-10-23 18:40:00,28.135,75.01,16.695,17.7524,925.1
"LA020",0,3,2018-10-23 18:45:00,28.175,75.565,17.2326,18.2879,1018.75
"LA020",0,3,2018-10-23 18:50:00,28.16,76.93,17.2326,18.48425,1120.3
"LA020",0,3,2018-10-23 18:55:00,28.16,76.54,90.515,97.1515,1037.45
"LA020",0,3,2018-10-23 19:00:00,27.985,76.155,17.2838,18.48425,980
"LA020",0,3,2018-10-23 19:05:00,27.875,75.955,16.4646,17.681,958
"LA020",0,3,2018-10-23 19:10:00,27.895,75.5,16.0806,17.37755,921.25
"LA020",0,3,2018-10-23 19:15:00,27.9,75.08,78.611,83.05,912
"LA020",0,3,2018-10-23 19:20:00,27.87,74.67,15.3638,16.4672,889
"LA020",0,3,2018-10-23 19:25:00,27.925,74.46,14.7238,15.6461,874.1
"LA020",0,3,2018-10-23 19:30:00,28.035,74.585,14.9542,15.98525,877.55
"LA020",0,3,2018-10-23 19:35:00,28.1,74.345,14.9542,16.02095,850.6
"LA020",0,3,2018-10-23 19:40:00,28.18,74.13,14.8518,15.896,814.3
"LA020",0,3,2018-10-23 19:45:00,28.195,74.04,14.775,15.80675,825.7
"LA020",0,3,2018-10-23 19:50:00,27.925,75.91,14.2886,15.5033,888.65
"LA020",0,3,2018-10-23 19:55:00,27.72,76.92,14.1094,15.2177,917.35
"LA020",0,3,2018-10-23 20:00:00,27.74,76.765,14.1094,15.27125,925.7
"LA020",0,3,2018-10-23 20:05:00,27.655,76.705,14.1606,14.9678,924.6
"LA020",0,3,2018-10-23 20:10:00,28.02,76.33,14.8518,16.0388,936.25
"LA020",0,3,2018-10-23 20:15:00,28.28,76.78,14.903,15.8246,971.05
"LA020",0,3,2018-10-23 20:20:00,27.2055555555556,75.4111111111111,15.7847777777778,17.0066666666667,574.111111111111
"LA020",0,3,2018-10-23 20:25:00,25.29,78.335,16.4646,17.8952,464.15
"LA020",0,3,2018-10-23 20:30:00,24.075,83.835,16.5414,17.91305,453.65
"LA020",0,3,2018-10-23 20:35:00,23.8,85.46,18.231,19.8587,440.35
"LA020",0,3,2018-10-23 20:40:00,23.5,87.095,18.9734,20.5013,441.8
"LA020",0,3,2018-10-23 20:45:00,23.66,86.1,19.8587,21.251,441
"LA020",0,3,2018-10-23 20:50:00,23.145,89.48,19.5366,21.44735,443.2
"LA020",0,3,2018-10-23 20:55:00,23.165,88.355,18.615,20.23355,438.75
"LA020",0,3,2018-10-23 21:00:00,23.55,85.38,16.1318,17.2169,428.05
"LA020",0,3,2018-10-23 21:05:00,23.62,85.445,15.1846,16.48505,426.8
"LA020",0,3,2018-10-23 21:10:00,23.655,83.88,13.80065,14.73575,418.3
"LA020",0,3,2018-10-23 21:15:00,23.705,83.835,12.5734,13.91465,420
"LA020",0,3,2018-10-23 21:20:00,23.45,85.86,12.5734,13.62905,420.35
"LA020",0,3,2018-10-23 21:25:00,23.67,83.935,12.2406,13.23635,428.1
"LA020",0,3,2018-10-23 21:30:00,24.285,84.07,13.5206,14.80715,454.75
"LA020",0,3,2018-10-23 21:35:00,25.545,81.47,12.7014,13.5755,523.95
"LA020",0,3,2018-10-23 21:40:00,25.53,81.005,12.215,13.2185,507.2
"LA020",0,3,2018-10-23 21:45:00,26.715,76.835,11.8822,12.8615,664.85
"LA020",0,3,2018-10-23 21:50:00,27.385,74.85,11.4982,12.1118,630.6
"LA020",0,3,2018-10-23 21:55:00,27.605,73.87,11.0598,11.62985,646.6
"LA020",0,3,2018-10-23 22:00:00,27.71,73,10.422,10.9694,629.85
"LA020",0,3,2018-10-23 22:05:00,27.9,72.385,10.59245,10.8266,644.3
"LA020",0,3,2018-10-23 22:10:00,28.03,71.745,9.93105,10.3982,598.8
"LA020",0,3,2018-10-23 22:15:00,28.185,71.405,9.59795,9.8984,666.85
"LA020",0,3,2018-10-23 22:20:00,28.245,70.92,9.16435,9.38075,672.3
"LA020",0,3,2018-10-23 22:25:00,28.255,70.87,9.5791,9.80915,631.7
"LA020",0,3,2018-10-23 22:30:00,28.3,70.6473684210526,8.99489473684211,9.31968421052632,658.578947368421
"LA020",0,3,2018-10-23 22:35:00,28.305,70.62,9.2059,9.45215,664.75
"LA020",0,3,2018-10-23 22:40:00,28.375,70.67,9.33625,9.5771,676.9
"LA020",0,3,2018-10-23 22:45:00,28.44,71.135,10.1303,10.6481,701.95
"LA020",0,3,2018-10-23 22:50:00,28.425,70.9,10.7974,11.34425,652
"LA020",0,3,2018-10-23 22:55:00,28.43,70.955,10.4486,11.1479,652.3
"LA020",0,3,2018-10-23 23:00:00,28.5,70.125,10.0247,10.5053,596.35
"LA020",0,3,2018-10-23 23:05:00,28.5,69.715,10.1692,10.59455,541.5
"LA020",0,3,2018-10-23 23:10:00,28.5,69.415,9.8999,10.3625,532.7
"LA020",0,3,2018-10-23 23:15:00,28.5,69.22,9.95115,10.184,520.6
"LA020",0,3,2018-10-23 23:20:00,28.455,69.67,9.60265,9.8627,552.55
"LA020",0,3,2018-10-23 23:25:00,28.435,69.795,9.66615,10.09475,563.9
"LA020",0,3,2018-10-23 23:30:00,28.42,70.705,9.8898,10.34465,561.85
"LA020",0,3,2018-10-23 23:35:00,28.4,70.805,9.22905,9.44275,566.7
"LA020",0,3,2018-10-23 23:40:00,28.33,69.92,9.655,10.20185,518.95
"LA020",0,3,2018-10-23 23:45:00,28.225,69.7,9.81185,10.0412,484.45
"LA020",0,3,2018-10-23 23:50:00,28.2,69.715,9.4012,9.88055,480.55
"LA020",0,3,2018-10-23 23:55:00,28.19,69.815,9.25375,9.47,487
"LA020",0,3,2018-10-24 00:00:00,28.17,69.67,9.53695,9.77345,486.9
"LA020",0,3,2018-10-24 00:05:00,28.115,69.925,9.521,9.84485,494.85
"LA020",0,3,2018-10-24 00:10:00,28.19,69.965,9.222,9.30935,533.25
"LA020",0,3,2018-10-24 00:15:00,28.195,69.525,9.30845,9.5771,504.1
"LA020",0,3,2018-10-24 00:20:00,28.175,69.44,9.08695,9.20225,505.25
"LA020",0,3,2018-10-24 00:25:00,28.15,69.47,9.48095,9.6128,499.75
"LA020",0,3,2018-10-24 00:30:00,28.185,69.375,9.10495,9.45215,501.35
"LA020",0,3,2018-10-24 00:35:00,28.195,69.345,9.08725,9.3272,545.25
"LA020",0,3,2018-10-24 00:40:00,28.14,69.4,9.20735,9.47,520.3
"LA020",0,3,2018-10-24 00:45:00,28.1,69.62,8.94785,9.30935,513.35
"LA020",0,3,2018-10-24 00:50:00,28.03,69.695,9.0207,9.2201,504.15
"LA020",0,3,2018-10-24 00:55:00,28,69.605,9.3333,9.6128,493.1
"LA020",0,3,2018-10-24 01:00:00,27.9526315789474,69.7,9.18752631578947,9.2821052631579,491.157894736842
"LA020",0,3,2018-10-24 01:05:00,27.9,69.675,9.31035,9.47,484.2
"LA020",0,3,2018-10-24 01:10:00,27.92,69.71,8.9771,9.2558,493.3
"LA020",0,3,2018-10-24 01:15:00,27.9,69.8,9.1212,9.3986,493.6
"LA020",0,3,2018-10-24 01:20:00,27.9,69.81,9.00035,9.2201,484.7
"LA020",0,3,2018-10-24 01:25:00,27.9,69.705,9.16085,9.3629,479.9
"LA020",0,3,2018-10-24 01:30:00,27.855,69.64,8.9076,9.02375,479.85
"LA020",0,3,2018-10-24 01:35:00,27.825,69.56,8.6371,8.7917,475.25
"LA020",0,3,2018-10-24 01:40:00,27.8,69.55,8.67995,8.756,471.75
"LA020",0,3,2018-10-24 01:45:00,27.8,69.59,8.51945,8.6132,469.85
"LA020",0,3,2018-10-24 01:50:00,27.8,69.635,8.3205,8.48825,470.6
"LA020",0,3,2018-10-24 01:55:00,27.8,69.655,8.6813,8.98805,469.6
"LA020",0,3,2018-10-24 02:00:00,27.8,69.7,8.67325,9.0059,482.25
"LA020",0,3,2018-10-24 02:05:00,27.8,69.655,8.2772,8.4347,483.2
"LA020",0,3,2018-10-24 02:10:00,27.795,69.5,8.663,8.8631,473
"LA020",0,3,2018-10-24 02:15:00,27.78,69.38,8.39405,8.4347,466.9
"LA020",0,3,2018-10-24 02:20:00,27.75,69.465,8.55765,8.70245,467.55
"LA020",0,3,2018-10-24 02:25:00,27.74,69.42,8.15935,8.16695,467.6
"LA020",0,3,2018-10-24 02:30:00,27.705,69.375,8.23855,8.3276,464.8
"LA020",0,3,2018-10-24 02:35:00,27.705,69.4,8.22085,8.3276,464.85
"LA020",0,3,2018-10-24 02:40:00,27.7,69.345,8.3559,8.41685,465.1
"LA020",0,3,2018-10-24 02:45:00,27.7,69.215,8.2106,8.2562,460.9
"LA020",0,3,2018-10-24 02:50:00,27.7,69.195,8.0062,8.09555,457.85
"LA020",0,3,2018-10-24 02:55:00,27.7,69.165,7.8478,8.02415,459.9
"LA020",0,3,2018-10-24 03:00:00,27.7,69.285,8.3334,8.5775,463.6
"LA020",0,3,2018-10-24 03:05:00,27.7,69.29,8.088,8.1491,463.5
"LA020",0,3,2018-10-24 03:10:00,27.7,69.265,8.10095,8.38115,462.9
"LA020",0,3,2018-10-24 03:15:00,27.7,69.165,8.18485,8.23835,463.15
"LA020",0,3,2018-10-24 03:20:00,27.7,69.05,7.986,8.02415,461.25
"LA020",0,3,2018-10-24 03:25:00,27.69,69.035,7.96305,8.02415,457.05
"LA020",0,3,2018-10-24 03:30:00,27.62,69,8.014,8.09555,459.1
"LA020",0,3,2018-10-24 03:35:00,27.605,68.99,7.96045,8.16695,457.75
"LA020",0,3,2018-10-24 03:40:00,27.6,68.89,8.16225,8.4704,455.75
"LA020",0,3,2018-10-24 03:45:00,27.6,68.92,7.79055,8.01475,454.8
"LA020",0,3,2018-10-24 03:50:00,27.6,68.94,7.9935,8.1848,455.8
"LA020",0,3,2018-10-24 03:55:00,27.6,68.9,7.9627,8.20265,456.4
"LA020",0,3,2018-10-24 04:00:00,27.6,68.95,8.34375,8.5418,452.1
"LA020",0,3,2018-10-24 04:05:00,27.6,68.895,8.1953,8.399,452.1
"LA020",0,3,2018-10-24 04:10:00,27.6,68.995,8.2716,8.3276,453.15
"LA020",0,3,2018-10-24 04:15:00,27.595,68.925,8.16705,8.3633,454.95
"LA020",0,3,2018-10-24 04:20:00,27.6,68.84,8.15935,8.16695,456.35
"LA020",0,3,2018-10-24 04:25:00,27.595,68.765,8.04745,8.1134,455.05
"LA020",0,3,2018-10-24 04:30:00,27.6,68.77,8.1136,8.20265,452
"LA020",0,3,2018-10-24 04:35:00,27.6,68.73,8.03445,8.0777,452.95
"LA020",0,3,2018-10-24 04:40:00,27.595,68.705,7.9349,7.9349,452.25
"LA020",0,3,2018-10-24 04:45:00,27.585,68.67,8.0776,8.1134,451.45
"LA020",0,3,2018-10-24 04:50:00,27.6,68.62,8.2387,8.30975,451.85
"LA020",0,3,2018-10-24 04:55:00,27.6,68.69,8.1263,8.1491,452.85
"LA020",0,3,2018-10-24 05:00:00,27.585,68.77,8.42975,8.45255,453
"LA020",0,3,2018-10-24 05:05:00,27.595,68.745,8.4248,8.5061,453.05
"LA020",0,3,2018-10-24 05:10:00,27.595,68.71,8.5089,8.55965,453.4
"LA020",0,3,2018-10-24 05:15:00,27.595,68.7789473684211,8.43255,8.48825,454.35
"LA020",0,3,2018-10-24 05:20:00,27.595,68.765,8.33785,8.34545,457.5
"LA020",0,3,2018-10-24 05:25:00,27.595,68.775,8.5241,8.5418,455.8
"LA020",0,3,2018-10-24 05:30:00,27.6,68.785,8.4861,8.59535,452.9
"LA020",0,3,2018-10-24 05:35:00,27.595,68.87,8.4271,8.4347,450.55
"LA020",0,3,2018-10-24 05:40:00,27.585,68.88,8.14415,8.16695,452.1
"LA020",0,3,2018-10-24 05:45:00,27.585,68.965,8.5345,8.5775,454
"LA020",0,3,2018-10-24 05:50:00,27.53,69.075,8.32015,8.34545,456.25
"LA020",0,3,2018-10-24 05:55:00,27.565,69.04,8.6135,8.63105,454.55
"LA020",0,3,2018-10-24 06:00:00,27.55,69.01,8.66705,8.70245,455.5
"LA020",0,3,2018-10-24 06:05:00,27.565,68.975,8.24105,8.30975,453.6
"LA020",0,3,2018-10-24 06:10:00,27.515,68.935,8.47085,8.5061,453.6
"LA020",0,3,2018-10-24 06:15:00,27.57,69.015,8.9689,9.09515,454.25
"LA020",0,3,2018-10-24 06:20:00,27.535,69.13,8.79025,8.9345,460.3
"LA020",0,3,2018-10-24 06:25:00,27.53,69.105,8.9503,8.9702,459.7
"LA020",0,3,2018-10-24 06:30:00,27.5,69.05,8.8536,8.91665,463.2
"LA020",0,3,2018-10-24 06:35:00,27.5,69.005,8.8353,8.84525,460.85
"LA020",0,3,2018-10-24 06:40:00,27.51,69.055,8.7841,8.7917,464.05
"LA020",0,3,2018-10-24 06:45:00,27.615,69.145,8.73845,8.756,479.1
"LA020",0,3,2018-10-24 06:50:00,27.76,68.875,8.88095,8.88095,502.55
"LA020",0,3,2018-10-24 06:55:00,27.815,68.64,8.9345,8.9345,508.6
"LA020",0,3,2018-10-24 07:00:00,27.77,69.195,8.76625,8.77385,535.55
"LA020",0,3,2018-10-24 07:05:00,27.755,69.425,8.92455,8.9345,544.55
"LA020",0,3,2018-10-24 07:10:00,27.8,69.295,8.9702,8.9702,556
"LA020",0,3,2018-10-24 07:15:00,27.8,69.51,8.89705,8.95235,576.85
"LA020",0,3,2018-10-24 07:20:00,27.735,69.61,8.9427,8.9702,558.15
"LA020",0,3,2018-10-24 07:25:00,27.705,69.96,9.2593,9.27365,559.35
"LA020",0,3,2018-10-24 07:30:00,27.7,69.83,9.18265,9.27365,548.9
"LA020",0,3,2018-10-24 07:35:00,27.705,69.58,9.362,9.3986,514.3
"LA020",0,3,2018-10-24 07:40:00,27.7,69.47,9.30845,9.3272,490.45
"LA020",0,3,2018-10-24 07:45:00,27.7,69.385,9.42785,9.45215,476.8
"LA020",0,3,2018-10-24 07:50:00,27.7,69.29,9.35075,9.3629,467.25
"LA020",0,3,2018-10-24 07:55:00,27.67,69.385,9.21585,9.23795,469.15
"LA020",0,3,2018-10-24 08:00:00,27.615,69.395,9.1032,9.13085,463.85
"LA020",0,3,2018-10-24 08:05:00,27.63,69.325,9.24,9.3629,455.4
"LA020",0,3,2018-10-24 08:10:00,27.6,69.32,9.05945,9.05945,454.35
"LA020",0,3,2018-10-24 08:15:00,27.64,69.375,9.0773,9.0773,465.05
"LA020",0,3,2018-10-24 08:20:00,27.6,69.515,9.16215,9.16655,467.55
"LA020",0,3,2018-10-24 08:25:00,27.6,69.67,8.78965,8.80955,461.35
"LA020",0,3,2018-10-24 08:30:00,27.6,69.79,8.7105,8.73815,466.15
"LA020",0,3,2018-10-24 08:35:00,27.57,69.995,8.70245,8.70245,470.35
"LA020",0,3,2018-10-24 08:40:00,27.6,69.9,8.8694,8.9702,460.05
"LA020",0,3,2018-10-24 08:45:00,27.59,69.955,8.792,8.8274,455.4
"LA020",0,3,2018-10-24 08:50:00,27.52,70.06,8.63105,8.63105,448.75
"LA020",0,3,2018-10-24 08:55:00,27.6,69.84,8.55205,8.55965,441.85
"LA020",0,3,2018-10-24 09:00:00,27.6,69.92,8.35835,8.38115,446.45
"LA020",0,3,2018-10-24 09:05:00,27.675,69.715,8.9939,9.05945,456.55
"LA020",0,3,2018-10-24 09:10:00,27.785,69.46,9.04555,9.09515,456.45
"LA020",0,3,2018-10-24 09:15:00,27.8,69.375,8.67965,8.70245,456.75
"LA020",0,3,2018-10-24 09:20:00,27.815,69.255,8.64905,8.66675,452.35
"LA020",0,3,2018-10-24 09:25:00,27.8,69.385,8.6236,8.6489,466.8
"LA020",0,3,2018-10-24 09:30:00,27.79,69.58,8.7013,8.8274,468.95
"LA020",0,3,2018-10-24 09:35:00,27.8,69.595,8.70275,8.7203,464
"LA020",0,3,2018-10-24 09:40:00,27.745,69.53,8.2562,8.2562,461.5
"LA020",0,3,2018-10-24 09:45:00,27.705,69.485,8.756,8.756,452.35
"LA020",0,3,2018-10-24 09:50:00,27.73,69.375,8.54445,8.55965,449
"LA020",0,3,2018-10-24 09:55:00,27.7,69.49,8.40165,8.41685,452.95
"LA020",0,3,2018-10-24 10:00:00,27.67,69.645,8.7206,8.756,453.8
"LA020",0,3,2018-10-24 10:05:00,27.755,69.275,8.76405,8.7917,437.35
"LA020",0,3,2018-10-24 10:10:00,27.695,69.53,8.7203,8.7203,449.75
"LA020",0,3,2018-10-24 10:15:00,27.68,69.585,9.1487,9.1487,451.6
"LA020",0,3,2018-10-24 10:20:00,27.7,69.405,9.05755,9.09515,449.7
"LA020",0,3,2018-10-24 10:25:00,27.7,69.405,8.8356,8.88095,457.05
"LA020",0,3,2018-10-24 10:30:00,27.725,69.395,8.6489,8.6489,455.6
"LA020",0,3,2018-10-24 10:35:00,27.825,68.725,8.6925,8.70245,461.15
"LA020",0,3,2018-10-24 10:40:00,27.845,68.51,8.7898,8.8631,444.35
"LA020",0,3,2018-10-24 10:45:00,27.885,68.575,8.5418,8.5418,451.2
"LA020",0,3,2018-10-24 10:50:00,27.95,70.76,12.13435,12.41525,927.65
"LA020",0,3,2018-10-24 10:55:00,26.53,70.55,9.4922,9.52355,438.05
"LA020",0,3,2018-10-24 11:00:00,26.64,70.2052631578947,11.23765,11.59415,468.35
"LA020",0,3,2018-10-24 11:05:00,26.305,71.82,11.40375,11.7191,425.65
"LA020",0,3,2018-10-24 11:10:00,26.85,71.6,16.51915,16.77065,464.5
"LA020",0,3,2018-10-24 11:15:00,27.1,70.52,13.7654,14.20025,499.35
"LA020",0,3,2018-10-24 11:20:00,27.895,68.34,14.74325,15.16415,500.05
"LA020",0,3,2018-10-24 11:25:00,27.925,68.41,13.90905,14.2538,507.1
"LA020",0,3,2018-10-24 11:30:00,27.77,70.595,17.60965,18.2879,516.9
"LA020",0,3,2018-10-24 11:35:00,27.75,70.91,16.6353,17.0027,516.6
"LA020",0,3,2018-10-24 11:40:00,27.375,71.335,15.50875,15.98525,524.1
"LA020",0,3,2018-10-24 11:45:00,27.255,72.89,18.7811,18.94835,537.35
"LA020",0,3,2018-10-24 11:50:00,27.69,70.74,15.43395,15.66395,523.6
"LA020",0,3,2018-10-24 11:55:00,26.675,69.22,8.89195,9.05945,415.35
"LA020",0,3,2018-10-24 12:00:00,26.605,69.27,9.74705,9.88055,412.1
"LA020",0,3,2018-10-24 12:05:00,27.56,67.43,9.35585,9.52355,426.35
"LA020",0,3,2018-10-24 12:10:00,27.1,70.305,9.5462,9.70205,433.95
"LA020",0,3,2018-10-24 12:15:00,27.44,70.21,9.21585,9.23795,494.35
"LA020",0,3,2018-10-24 12:20:00,27.635,69.505,9.4887,9.66635,491.1
"LA020",0,3,2018-10-24 12:25:00,27.77,68.955,9.6252,9.66635,467.5
"LA020",0,3,2018-10-24 12:30:00,27.805,68.71,9.42695,9.55925,460.85
"LA020",0,3,2018-10-24 12:35:00,27.72,69.35,9.01175,9.0416,503.6
"LA020",0,3,2018-10-24 12:40:00,27.68,69.14,8.7594,8.8988,522.05
"LA020",0,3,2018-10-24 12:45:00,27.905,68.36,9.05565,9.13085,511.9
"LA020",0,3,2018-10-24 12:50:00,28.005,68.57,9.9987,10.27325,624.45
"LA020",0,3,2018-10-24 12:55:00,28.125,70.33,11.1297,11.37995,789.8
"LA020",0,3,2018-10-24 13:00:00,28.21,71.24,11.6447,11.7548,920.65
"LA020",0,3,2018-10-24 13:05:00,28.32,70.88,11.56185,11.73695,892.1
"LA020",0,3,2018-10-24 13:10:00,28.265,70.865,11.32945,11.41565,886.05
"LA020",0,3,2018-10-24 13:15:00,28.4,70.73,11.7461,12.2189,951.65
"LA020",0,3,2018-10-24 13:20:00,28.4,70.14,10.83075,11.2193,839.2
"LA020",0,3,2018-10-24 13:25:00,28.445,69.455,10.08475,10.16615,679.85
"LA020",0,3,2018-10-24 13:30:00,28.485,69.005,9.84845,9.9341,622.75
"LA020",0,3,2018-10-24 13:35:00,28.5,68.735,10.1558,10.2554,613.15
"LA020",0,3,2018-10-24 13:40:00,28.45,68.105,10.2195,10.2554,515
"LA020",0,3,2018-10-24 13:45:00,28.35,68.035,10.0289,10.0412,481.3
"LA020",0,3,2018-10-24 13:50:00,28.34,67.87,10.1459,10.2197,470.45
"LA020",0,3,2018-10-24 13:55:00,28.27,67.96,9.71125,9.7913,484.1
"LA020",0,3,2018-10-24 14:00:00,28.3,67.975,9.7825,9.827,479.8
"LA020",0,3,2018-10-24 14:05:00,28.32,67.76,9.66195,9.66635,494.9
"LA020",0,3,2018-10-24 14:10:00,28.255,67.625,9.4757,9.48785,480.15
"LA020",0,3,2018-10-24 14:15:00,28.205,67.495,9.9153,10.184,476.5
"LA020",0,3,2018-10-24 14:20:00,28.295,67.445,9.894,9.8984,494.15
"LA020",0,3,2018-10-24 14:25:00,28.175,66.99,9.6224,9.73775,497.75
"LA020",0,3,2018-10-24 14:30:00,28.12,66.93,9.15235,9.20225,499.95
"LA020",0,3,2018-10-24 14:35:00,28.18,66.71,9.30405,9.4343,499.95
"LA020",0,3,2018-10-24 14:40:00,28.2,66.68,9.7835,9.8984,482.45
"LA020",0,3,2018-10-24 14:45:00,28.165,66.815,9.2603,9.2915,482.95
"LA020",0,3,2018-10-24 14:50:00,28.15,67.345,8.80985,8.8274,488.05
"LA020",0,3,2018-10-24 14:55:00,28.205,67.18,8.8988,8.8988,515.9
"LA020",0,3,2018-10-24 15:00:00,28.2,67.12,8.8988,8.8988,531.95
"LA020",0,3,2018-10-24 15:05:00,28.205,67.165,8.7206,8.77385,513.05
"LA020",0,3,2018-10-24 15:10:00,28.25,67.22,8.4704,8.4704,517.2
"LA020",0,3,2018-10-24 15:15:00,28.24,67.25,8.73085,8.7917,528.55
"LA020",0,3,2018-10-24 15:20:00,28.225,67.21,8.70245,8.70245,529.8
